OP,FECHA DE INGRESO,ESTILO,DESCRIPCIÓN,COLOR,VISTAS/BIES/CONTRASTES,TALLA,ESTILO-TALLA,BORDADO,CANTIDAD,FECHA ENTREGA,sah unitario,HORAS,LINEA,PLANTA,FOLEO,HABILITACION,ENSAMBLE,TERMINADO,EMPAQUE,PRIORIDAD,C.T.,TELA,estilo 2,metros a tender,FECHA CORTE,BIES,HABILITACION,,PORCENTAJE DE TELA,
8837,02/01/2023,AH401-203,CHAM HOMBRE,CENIZA,,M,AH401-203-M,,24,27/01/2023,0.233,6,MPUA10,TOP,,,,,,,M3140,TTR-18-5203TCX-PEWTER,AH401,35.0784,4/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8838,02/01/2023,AH401-203,CHAM HOMBRE,CENIZA,,S,AH401-203-S,,24,27/01/2023,0.233,6,MPUA10,TOP,,,,,,,M3140,TTR-18-5203TCX-PEWTER,AH401,35.0784,4/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8839,02/01/2023,I001AF-027,TOP MUJER,NAVAL,,L,I001AF-027-L,,48,27/01/2023,0.208,10,MPUI30,TOP,,,,,,,M3141,T/C-19-4027TCX-ESTATE BLUE,I001AF,44.8224,4/01/23,,OK,,65% poliester 32% algodon 3% spandex ,205
8840,02/01/2023,I001AF-027,TOP MUJER,NAVAL,,M,I001AF-027-M,,72,27/01/2023,0.208,15,MPUI30,TOP,,,,,,,M3141,T/C-19-4027TCX-ESTATE BLUE,I001AF,67.2336,4/01/23,,OK,,65% poliester 32% algodon 3% spandex ,
8841,02/01/2023,I001AF-027,TOP MUJER,NAVAL,,S,I001AF-027-S,,72,27/01/2023,0.208,15,MPUI30,TOP,,,,,,,M3141,T/C-19-4027TCX-ESTATE BLUE,I001AF,67.2336,4/01/23,,OK,,65% poliester 32% algodon 3% spandex ,
8842,02/01/2023,I001AF-027,TOP MUJER,NAVAL,,XL,I001AF-027-XL,,24,27/01/2023,0.208,5,MPUI30,TOP,,,,,,,M3141,T/C-19-4027TCX-ESTATE BLUE,I001AF,22.4112,4/01/23,,OK,,65% poliester 32% algodon 3% spandex ,
8843,02/01/2023,I001AF-510,TOP MUJER,ROUJA,,M,I001AF-510-M,,48,27/01/2023,0.208,10,MPUI30,TOP,,,,,,,M3142,T/C-4101C-WINE,I001AF,44.8224,4/01/23,,OK,,65% poliester 32% algodon 3% spandex ,
8844,02/01/2023,A103-027,PANT MUJER,NAVAL,,M,A103-027-M,,216,27/01/2023,0.2791,60,MPUA10,PANT,,,,,,,M3143,TTR-19-4027TCX-MEDIEVAL,A103,276.48,4/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8845,02/01/2023,A103-027,PANT MUJER,NAVAL,,XL,A103-027-XL,,48,27/01/2023,0.2791,13,MPUA10,PANT,,,,,,,M3143,TTR-19-4027TCX-MEDIEVAL,A103,61.44,4/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8846,02/01/2023,A103-027,PANT MUJER,NAVAL,,XXL,A103-027-XXL,,24,27/01/2023,0.2791,7,MPUA10,PANT,,,,,,,M3143,TTR-19-4027TCX-MEDIEVAL,A103,30.72,4/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8847,02/01/2023,A103-570,PANT MUJER,NEGRO,,M,A103-570-M,,192,27/01/2023,0.2791,54,MPUA10,PANT,,,,,,,M3144,TTR-19-570TCX-BLACK,A103,245.76,4/01/23,,OK,,74% poliester 20% rayon 6% spandex ,554
8848,02/01/2023,A103-570,PANT MUJER,NEGRO,,S,A103-570-S,,168,27/01/2023,0.2791,47,MPUA10,PANT,,,,,,,M3144,TTR-19-570TCX-BLACK,A103,215.04,4/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8849,02/01/2023,A103-570,PANT MUJER,NEGRO,,XL,A103-570-XL,,24,27/01/2023,0.2791,7,MPUA10,PANT,,,,,,,M3144,TTR-19-570TCX-BLACK,A103,30.72,4/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8850,02/01/2023,A103-570,PANT MUJER,NEGRO,,XS,A103-570-XS,,72,27/01/2023,0.2791,20,MPUA10,PANT,,,,,,,M3144,TTR-19-570TCX-BLACK,A103,92.16,4/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8851,02/01/2023,A109R-945,Pantalon Dama,Robin,,M,A109R-945-M,,12,27/01/2023,0.3508,4,MPUA10,PANT,,,,,,,M3145,TTR-18-1945TCX BRIGHT ROSE,A109R,15.6,4/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8852,02/01/2023,AH102-4045,PANT HOMBRE,OCEANO,,XL,AH102-4045-XL,,24,27/01/2023,0.287,7,MPUA10,PANT,,,,,,,M3146,TTR-19-4045TCX-LAPIS BLUE,AH102,26.796,4/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8853,02/01/2023,AH102-421,PANT Hombre,AVENTURINI,,XL,AH102-421-XL,,24,27/01/2023,0.287,7,MPUA10,PANT,,,,,,,M3147,TTR-19-5421TCX AVENTURINE,AH102,26.796,4/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8854,02/01/2023,AH102-570,PANT HOMBRE,NEGRO,,L,AH102-570-L,,72,27/01/2023,0.287,21,MPUA10,PANT,,,,,,,M3148,TTR-19-570TCX-BLACK,AH102,80.388,4/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8855,02/01/2023,AH102-570,PANT HOMBRE,NEGRO,,XS,AH102-570-XS,,24,27/01/2023,0.287,7,MPUA10,PANT,,,,,,,M3148,TTR-19-570TCX-BLACK,AH102,26.796,4/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8856,02/01/2023,AM108-027,PANT MATER MUJER,NAVAL,,XL,AM108-027-XL,,24,27/01/2023,0.2925,7,MPUA10,PANT,,,,,,,M3149,TTR-19-4027TCX-MEDIEVAL,AM108,30,4/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8857,02/01/2023,AH102-656,Pantalon Caballero,Flamingo,,XS,AH102-656-XS,,12,27/01/2023,0.2883,3,MPUA10,PANT,,,,,,,M3150,TTRC#2 17-1656TCX HOT CORAL,AH102,13.398,4/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8858,02/01/2023,AH102-656,Pantalon Caballero,Flamingo,,S,AH102-656-S,,48,27/01/2023,0.2883,14,MPUA10,PANT,,,,,,,M3150,TTRC#2 17-1656TCX HOT CORAL,AH102,53.592,4/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8859,02/01/2023,AH102-656,Pantalon Caballero,Flamingo,,M,AH102-656-M,,72,27/01/2023,0.2883,21,MPUA10,PANT,,,,,,,M3150,TTRC#2 17-1656TCX HOT CORAL,AH102,80.388,4/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8860,02/01/2023,AH102-656,Pantalon Caballero,Flamingo,,L,AH102-656-L,,48,27/01/2023,0.2883,14,MPUA10,PANT,,,,,,,M3150,TTRC#2 17-1656TCX HOT CORAL,AH102,53.592,4/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8861,02/01/2023,AH102-656,Pantalon Caballero,Flamingo,,XL,AH102-656-XL,,24,27/01/2023,0.2883,7,MPUA10,PANT,,,,,,,M3150,TTRC#2 17-1656TCX HOT CORAL,AH102,26.796,4/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8862,02/01/2023,I102AF-023,PANT MUJER,ROSE BUD,,S,I102AF-023-S,,24,27/01/2023,0.2065,5,MPUI30,PANT,,,,,,,M3151,T/C-17-3023TCX-ROSEBUD,I102AF,32.6424,4/01/23,,OK,,65% poliester 32% algodon 3% spandex ,
8863,02/01/2023,I102AF-027,PANT MUJER,NAVAL,,M,I102AF-027-M,,24,27/01/2023,0.2065,5,MPUI30,PANT,,,,,,,M3152,T/C-19-4027TCX-ESTATE BLUE,I102AF,32.6424,4/01/23,,OK,,65% poliester 32% algodon 3% spandex ,63
8864,02/01/2023,I102AF-027,PANT MUJER,NAVAL,,XS,I102AF-027-XS,,24,27/01/2023,0.2065,5,MPUI30,PANT,,,,,,,M3152,T/C-19-4027TCX-ESTATE BLUE,I102AF,32.6424,4/01/23,,OK,,65% poliester 32% algodon 3% spandex ,
,,,,,,,,,2868,,15.7737,836,,,,,,,,,,,,,,,,,,
,Semana 2 1B 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8865,09/01/2023,A007-001,TOP MUJER ,BLANCO,,XL,A007-001-XL,,48,03/02/2023,0.4383,21,MPUA10,TOP,,,,,,,M3153,TTR-WHIT,A007,47.04,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8866,09/01/2023,A007-528,Top Dama,Violeta,,M,A007-528-M,,144,03/02/2023,0.4383,63,MPUA10,TOP,,,,,,,M3154,TTR-19-3528TCX IMPERIAL PURPLE,A007,141.12,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8867,09/01/2023,A007-528,Top Dama,Violeta,,XL,A007-528-XL,,48,03/02/2023,0.4383,21,MPUA10,TOP,,,,,,,M3154,TTR-19-3528TCX IMPERIAL PURPLE,A007,47.04,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8868,09/01/2023,A007-528,Top Dama,Violeta,,XS,A007-528-XS,,144,03/02/2023,0.4383,63,MPUA10,TOP,,,,,,,M3154,TTR-19-3528TCX IMPERIAL PURPLE,A007,141.12,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8869,09/01/2023,A007-570,TOP MUJER,NEGRO,,XL,A007-570-XL,,24,03/02/2023,0.438,11,MPUA10,TOP,,,,,,,M3155,TTR-19-570TCX-BLACK,A007,23.52,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8870,09/01/2023,A007-656,Top Dama,Flamingo,,XS,A007-656-XS,,72,03/02/2023,0.4383,32,MPUA10,TOP,,,,,,,M3156,TTRC#2 17-1656TCX HOT CORAL,A007,70.56,11/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8871,09/01/2023,A007-656,Top Dama,Flamingo,,S,A007-656-S,,72,03/02/2023,0.4383,32,MPUA10,TOP,,,,,,,M3156,TTRC#2 17-1656TCX HOT CORAL,A007,70.56,11/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8872,09/01/2023,A007-656,Top Dama,Flamingo,,M,A007-656-M,,72,03/02/2023,0.4383,32,MPUA10,TOP,,,,,,,M3156,TTRC#2 17-1656TCX HOT CORAL,A007,70.56,11/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8873,09/01/2023,A007-656,Top Dama,Flamingo,,L,A007-656-L,,24,03/02/2023,0.4383,11,MPUA10,TOP,,,,,,,M3156,TTRC#2 17-1656TCX HOT CORAL,A007,23.52,11/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8874,09/01/2023,A007-656,Top Dama,Flamingo,,XL,A007-656-XL,,24,03/02/2023,0.4383,11,MPUA10,TOP,,,,,,,M3156,TTRC#2 17-1656TCX HOT CORAL,A007,23.52,11/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8875,09/01/2023,AH003-203,TOP HOMBRE,CENIZA,,XL,AH003-203-XL,,24,03/02/2023,0.293,7,MPUA10,TOP,,,,,,,M3157,TTR-18-5203TCX-PEWTER,AH003,23.04,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8876,09/01/2023,AH003-4045,TOP HOMBRE,OCEANO,,L,AH003-4045-L,,24,03/02/2023,0.293,7,MPUA10,TOP,,,,,,,M3158,TTR-19-4045TCX-LAPIS BLUE,AH003,23.04,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8877,09/01/2023,AH003-421,TOP HOMBRE,AVENTURINI,,S,AH003-421-S,,96,03/02/2023,0.293,28,MPUA10,TOP,,,,,,,M3159,TTR-19-5421TCX AVENTURINE,AH003,92.16,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8878,09/01/2023,AH003-570,TOP HOMBRE,NEGRO,,L,AH003-570-L,,72,03/02/2023,0.293,21,MPUA10,TOP,,,,,,,M3160,TTR-19-570TCX-BLACK,AH003,69.12,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8879,09/01/2023,AH003-570,TOP HOMBRE,NEGRO,,M,AH003-570-M,,144,03/02/2023,0.293,42,MPUA10,TOP,,,,,,,M3160,TTR-19-570TCX-BLACK,AH003,138.24,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8880,09/01/2023,AH003-570,TOP HOMBRE,NEGRO,,XS,AH003-570-XS,,48,03/02/2023,0.293,14,MPUA10,TOP,,,,,,,M3160,TTR-19-570TCX-BLACK,AH003,46.08,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8881,09/01/2023,A102-203,PANT MUJER,CENIZA,,S,A102-203-S,,24,03/02/2023,0.26,6,MPUA10,PANT,,,,,,,M3161,TTR-18-5203TCX-PEWTER,A102,33.3732,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8882,09/01/2023,A102-570,PANT MUJER,NEGRO,,L,A102-570-L,,48,03/02/2023,0.26,12,MPUA10,PANT,,,,,,,M3162,TTR-19-570TCX-BLACK,A102,66.7464,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8883,09/01/2023,A102-570,PANT MUJER,NEGRO,,M,A102-570-M,,96,03/02/2023,0.26,25,MPUA10,PANT,,,,,,,M3162,TTR-19-570TCX-BLACK,A102,133.4928,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8884,09/01/2023,A102-570,PANT MUJER,NEGRO,,XL,A102-570-XL,,24,03/02/2023,0.26,6,MPUA10,PANT,,,,,,,M3162,TTR-19-570TCX-BLACK,A102,33.3732,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8885,09/01/2023,A102-570,PANT MUJER,NEGRO,,XS,A102-570-XS,,48,03/02/2023,0.26,12,MPUA10,PANT,,,,,,,M3162,TTR-19-570TCX-BLACK,A102,66.7464,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8886,09/01/2023,A103-001,PANT MUJER,BLANCO,,XXL,A103-001-XXL,,24,03/02/2023,0.2791,7,MPUA10,PANT,,,,,,,M3163,TTR-WHIT,A103,30.72,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8887,09/01/2023,A103-203,PANT MUJER ,CENIZA,,S,A103-203-S,,48,03/02/2023,0.2791,13,MPUA10,PANT,,,,,,,M3164,TTR-18-5203TCX-PEWTER,A103,61.44,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8888,09/01/2023,A103-421,PANT MUJER,AVENTURINI,,L,A103-421-L,,48,03/02/2023,0.2791,13,MPUA10,PANT,,,,,,,M3165,TTR-19-5421TCX AVENTURINE,A103,61.44,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8889,09/01/2023,A103-528,Pantalon Dama,Violeta,,L,A103-528-L,,96,03/02/2023,0.2791,27,MPUA10,PANT,,,,,,,M3166,TTR-19-3528TCX IMPERIAL PURPLE,A103,122.88,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8890,09/01/2023,A103-528,Pantalon Dama,Violeta,,M,A103-528-M,,144,03/02/2023,0.2791,40,MPUA10,PANT,,,,,,,M3166,TTR-19-3528TCX IMPERIAL PURPLE,A103,184.32,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8891,09/01/2023,A103-528,Pantalon Dama,Violeta,,S,A103-528-S,,168,03/02/2023,0.2791,47,MPUA10,PANT,,,,,,,M3166,TTR-19-3528TCX IMPERIAL PURPLE,A103,215.04,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8892,09/01/2023,A103-528,Pantalon Dama,Violeta,,XL,A103-528-XL,,48,03/02/2023,0.2791,13,MPUA10,PANT,,,,,,,M3166,TTR-19-3528TCX IMPERIAL PURPLE,A103,61.44,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8893,09/01/2023,A103-528,Pantalon Dama,Violeta,,XS,A103-528-XS,,96,03/02/2023,0.2791,27,MPUA10,PANT,,,,,,,M3166,TTR-19-3528TCX IMPERIAL PURPLE,A103,122.88,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8896,09/01/2023,A104R-570,PANT MUJER,NEGRO,,L,A104R-570-L,,72,03/02/2023,0.4633,33,MPUA10,PANT,,,,,,,M3168,TTR-19-570TCX-BLACK,A104R,84.24,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8897,09/01/2023,A104R-570,PANT MUJER,NEGRO,,S,A104R-570-S,,72,03/02/2023,0.4633,33,MPUA10,PANT,,,,,,,M3168,TTR-19-570TCX-BLACK,A104R,84.24,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
,,,,,,,,,2136,,11,731,,,,,,,,,,,,,,,,,,
,PEDIDO ESPECIAL CITLALI DEL CARMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8901,09/01/2023,A401-027,CHAM MUJER,NAVAL,,S,A401-027-S,,1,03/02/2023,0.256,0,MPUA10,TOP,,,,,,,M3171,TTR-19-4027TCX-MEDIEVAL,A401,1.32965,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8902,09/01/2023,A401-570,CHAM MUJER,NEGRO,,XS,A401-570-XS,,5,03/02/2023,0.256,1,MPUA10,TOP,,,,,,,M3172,TTR-19-570TCX-BLACK,A401,6.64825,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8903,09/01/2023,A005-570,TOP MUJER,NEGRO,,XXXL,A005-570-XXXL,,1,03/02/2023,0.347,0,MPUA10,TOP,,,,,,,M3173,TTR-19-570TCX-BLACK,A005,1.042405,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8904,09/01/2023,A002-024,TOP MUJER,CELTA,,XXXL,A002-024-XXXL,,1,03/02/2023,0.347,0,MPUA10,TOP,,,,,,,M3174,TTR-17-5024TCX-TEAL BLUE,A002,1.2383,12/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8905,09/01/2023,RF009-532,TOP DAMA,TORNADO,,XXL,RF009-532-XXL,,1,03/02/2023,0.3,0,MPUA10,TOP,,,,,,,M3175,TTR-SUN-DRIED TOMATO-C#2,RF009,0.89,12/01/23,,OK,,77% poliester 18% rayon 5% spandex ,
8906,09/01/2023,RF010-316,TOP MANGAN RANGLAN,BREEZE,,XXL,RF010-316-XXL,,1,03/02/2023,0.3416,0,MPUA10,TOP,,,,,,,M3176,TTR-OLIVE-C#3,RF010,0.95,11/01/23,,OK,,77% poliester 18% rayon 5% spandex ,
8907,09/01/2023,A005-421,TOP MUJER,AVENTURINI,,XXL,A005-421-XXL,,2,03/02/2023,0.347,1,MPUA10,TOP,,,,,,,M3177,TTR-19-5421TCX AVENTURINE,A005,2.08481,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8908,09/01/2023,A104R-570,PANT MUJER,NEGRO,,XXXL,A104R-570-XXXL,,1,03/02/2023,0.4633,0,MPUA10,PANT,,,,,,,M3178,TTR-19-570TCX-BLACK,A104R,1.17,28/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8909,09/01/2023,A104R-024,PANT MUJER,CELTA,,XXXL,A104R-024-XXXL,,1,03/02/2023,0.4633,0,MPUA10,PANT,,,,,,,M3179,TTR-17-5024TCX-TEAL BLUE,A104R,1.17,26/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8910,09/01/2023,RF105-532,PANTALON DE DAMA,TORNADO,,XXL,RF105-532-XXL,,1,03/02/2023,0.405,0,MPUA10,PANT,,,,,,,M3180,TTR-SUN-DRIED TOMATO-C#2,RF105,1.1,25/01/23,,OK,,77% poliester 18% rayon 5% spandex ,
8911,09/01/2023,RF105-316,PANTALON DE DAMA,BREEZE,,XXL,RF105-316-XXL,,1,03/02/2023,0.405,0,MPUA10,PANT,,,,,,,M3181,TTR-OLIVE-C#3,RF105,1.1,25/01/23,,OK,,77% poliester 18% rayon 5% spandex ,
,,,,,,,,,16,,3.93,5,,,,,,,,,,,,,,,,,,
,Pedido Especial de Jaime Olivarez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8912,09/01/2023,A006-557,Top Dama,Arce,,XXL,A006-557-XXL,,1,03/02/2023,0.4658,0,MPUA10,TOP,,,,,,,M3182,TTR-19-557TCX CHILLI PEPPER,A006,0.98,12/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8913,09/01/2023,AH001-557,Top Caballero,Arce,,XXL,AH001-557-XXL,,1,03/02/2023,0.2283,0,MPUA10,TOP,,,,,,,M3183,TTR-19-557TCX CHILLI PEPPER,AH001,0.98455,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
,,,,,,,,,2,,0.6941,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,2154,,15.2242,737,,,,,,,,,,,,,,,,,,
,Semana 3 1B 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8914,16/01/2023,A002-421,TOP MUJER,AVENTURINI,,M,A002-421-M,,72,10/02/2023,0.347,25,MPUA10,TOP,,,,,,,M3184,TTR-19-5421TCX AVENTURINE,A002,89.1576,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8915,16/01/2023,A002-421,TOP MUJER,AVENTURINI,,S,A002-421-S,,72,10/02/2023,0.347,25,MPUA10,TOP,,,,,,,M3184,TTR-19-5421TCX AVENTURINE,A002,89.1576,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8916,16/01/2023,A002-528,Top Dama,Violeta,,L,A002-528-L,,144,10/02/2023,0.347,50,MPUA10,TOP,,,,,,,M3185,TTR-19-3528TCX IMPERIAL PURPLE,A002,178.3152,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8917,16/01/2023,A002-528,Top Dama,Violeta,,M,A002-528-M,,264,10/02/2023,0.347,92,MPUA10,TOP,,,,,,,M3185,TTR-19-3528TCX IMPERIAL PURPLE,A002,326.9112,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8918,16/01/2023,A002-528,Top Dama,Violeta,,S,A002-528-S,,240,10/02/2023,0.347,83,MPUA10,TOP,,,,,,,M3185,TTR-19-3528TCX IMPERIAL PURPLE,A002,297.192,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8919,16/01/2023,A002-528,Top Dama,Violeta,,XL,A002-528-XL,,48,10/02/2023,0.347,17,MPUA10,TOP,,,,,,,M3185,TTR-19-3528TCX IMPERIAL PURPLE,A002,59.4384,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8920,16/01/2023,A002-528,Top Dama,Violeta,,XS,A002-528-XS,,168,10/02/2023,0.347,58,MPUA10,TOP,,,,,,,M3185,TTR-19-3528TCX IMPERIAL PURPLE,A002,208.0344,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8921,16/01/2023,A002-570,TOP MUJER,NEGRO,,M,A002-570-M,,48,10/02/2023,0.347,17,MPUA10,TOP,,,,,,,M3186,TTR-19-570TCX-BLACK,A002,59.4384,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8922,16/01/2023,A002-570,TOP MUJER,NEGRO,,S,A002-570-S,,48,10/02/2023,0.347,17,MPUA10,TOP,,,,,,,M3186,TTR-19-570TCX-BLACK,A002,59.4384,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8923,16/01/2023,IH002AF-027,TOP HOMBRE,NAVAL,,M,IH002AF-027-M,,72,10/02/2023,0.262,19,MPUI30,TOP,,,,,,,M3187,T/C-19-4027TCX-ESTATE BLUE,IH002AF,76.32,18/01/23,,OK,,65% poliester 32% algodon 3% spandex ,
8924,16/01/2023,IH002AF-027,TOP HOMBRE,NAVAL,,S,IH002AF-027-S,,72,10/02/2023,0.262,19,MPUI30,TOP,,,,,,,M3187,T/C-19-4027TCX-ESTATE BLUE,IH002AF,76.32,18/01/23,,OK,,65% poliester 32% algodon 3% spandex ,
8925,16/01/2023,IH002AF-027,TOP HOMBRE,NAVAL,,XS,IH002AF-027-XS,,24,10/02/2023,0.262,6,MPUI30,TOP,,,,,,,M3187,T/C-19-4027TCX-ESTATE BLUE,IH002AF,25.44,18/01/23,,OK,,65% poliester 32% algodon 3% spandex ,
8894,09/01/2023,A104P-027,PANT MUJER,NAVAL,,S,A104P-027-S,,48,10/02/2023,0.4633,22,MPUA10,PANT,,,,,,,M3167,TTR-19-4027TCX-MEDIEVAL,A104P,56.16,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8895,09/01/2023,A104P-027,PANT MUJER,NAVAL,,XS,A104P-027-XS,,24,10/02/2023,0.4633,11,MPUA10,PANT,,,,,,,M3167,TTR-19-4027TCX-MEDIEVAL,A104P,28.08,11/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8898,09/01/2023,RF105-316,PANTALON DE DAMA,BREEZE,,L,RF105-316-L,,24,10/02/2023,0.405,10,MPUA10,PANT,,,,,,,M3169,TTR-OLIVE-C#3,RF105,26.4,11/01/23,,OK,,77% poliester 18% rayon 5% spandex ,
8899,09/01/2023,RF105-900,PANTALON DE DAMA,STORM,,S,RF105-900-S,,72,10/02/2023,0.405,29,MPUA10,PANT,,,,,,,M3170,TTR-GARY-C#4,RF105,79.2,11/01/23,,OK,,77% poliester 18% rayon 5% spandex ,
8900,09/01/2023,RF105-900,PANTALON DE DAMA,STORM,,L,RF105-900-L,,48,10/02/2023,0.405,19,MPUA10,PANT,,,,,,,M3170,TTR-GARY-C#4,RF105,52.8,11/01/23,,OK,,77% poliester 18% rayon 5% spandex ,
8932,16/01/2023,A109R-528,Pantalon Mujer,Violeta,,L,A109R-528-L,,48,10/02/2023,0.3508,17,MPUA10,PANT,,,,,,,M3190,TTR-19-3528TCX IMPERIAL PURPLE,A109R,62.4,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8933,16/01/2023,A109R-528,Pantalon Mujer,Violeta,,M,A109R-528-M,,96,10/02/2023,0.3508,34,MPUA10,PANT,,,,,,,M3190,TTR-19-3528TCX IMPERIAL PURPLE,A109R,124.8,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8934,16/01/2023,A109R-528,Pantalon Mujer,Violeta,,S,A109R-528-S,,96,10/02/2023,0.3508,34,MPUA10,PANT,,,,,,,M3190,TTR-19-3528TCX IMPERIAL PURPLE,A109R,124.8,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8935,16/01/2023,A109R-528,Pantalon Mujer,Violeta,,XL,A109R-528-XL,,24,10/02/2023,0.3508,8,MPUA10,PANT,,,,,,,M3190,TTR-19-3528TCX IMPERIAL PURPLE,A109R,31.2,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8936,16/01/2023,A109R-528,Pantalon Mujer,Violeta,,XS,A109R-528-XS,,48,10/02/2023,0.3508,17,MPUA10,PANT,,,,,,,M3190,TTR-19-3528TCX IMPERIAL PURPLE,A109R,62.4,18/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8937,16/01/2023,A103-656,Pantalon Dama,Flamingo,,XS,A103-656-XS,,24,10/02/2023,0.2791,7,MPUA10,PANT,,,,,,,M3191,TTRC#2 17-1656TCX HOT CORAL,A103,30.72,18/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8938,16/01/2023,A103-656,Pantalon Dama,Flamingo,,S,A103-656-S,,72,10/02/2023,0.2791,20,MPUA10,PANT,,,,,,,M3191,TTRC#2 17-1656TCX HOT CORAL,A103,92.16,18/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
8939,16/01/2023,A103-656,Pantalon Dama,Flamingo,,M,A103-656-M,,72,10/02/2023,0.2791,20,MPUA10,PANT,,,,,,,M3191,TTRC#2 17-1656TCX HOT CORAL,A103,92.16,18/01/23,,OK,,77% poliester 17% rayon 6% spandex ,
