OP,FECHA DE INGRESO,ESTILO,DESCRIPCIÓN,COLOR,VISTAS/BIES/CONTRASTES,TALLA,ESTILO-TALLA,BORDADO,CANTIDAD,FECHA ENTREGA,sah unitario,HORAS,LINEA,PLANTA,FOLEO,HABILITACION,ENSAMBLE,TERMINADO,EMPAQUE,PRIORIDAD,C.T.,TELA,estilo 2,metros a tender,FECHA CORTE,BIES,HABILITACION,,PORCENTAJE DE TELA,
9103,13/02/2023,A005-656,Top Dama,Flamingo,,XL,A005-656-XL,,36,03/03/2023,0.347,12,MPUA10,TOP,,,,,,,M3235,TTRC#2 17-1656TCX HOT CORAL,A005,37.52658,15/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9104,13/02/2023,RF009-900,TOP DAMA,STORM,,S,RF009-900-S,,96,03/03/2023,0.3,29,MPUA10,TOP,,,,,,,M3236,TTR-GARY-C#4,RF009,85.44,15/02/23,,OK,,77% poliester 18% rayon 5% spandex ,
9105,13/02/2023,RF009-900,TOP DAMA,STORM,,XL,RF009-900-XL,,24,03/03/2023,0.3,7,MPUA10,TOP,,,,,,,M3236,TTR-GARY-C#4,RF009,21.36,15/02/23,,OK,,77% poliester 18% rayon 5% spandex ,
9106,13/02/2023,RF009-313,Top Dama,Aruba,,XXS,RF009-313-XXS,,24,03/03/2023,0.3,7,MPUA10,TOP,,,,,,,M3237,TTRC#1 13-5313TCX ARUBA BLUE,RF009,21.36,15/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9107,13/02/2023,RF009-313,Top Dama,Aruba,,XS,RF009-313-XS,,84,03/03/2023,0.3,25,MPUA10,TOP,,,,,,,M3237,TTRC#1 13-5313TCX ARUBA BLUE,RF009,74.76,15/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9108,13/02/2023,RF009-313,Top Dama,Aruba,,S,RF009-313-S,,72,03/03/2023,0.3,22,MPUA10,TOP,,,,,,,M3237,TTRC#1 13-5313TCX ARUBA BLUE,RF009,64.08,15/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9109,13/02/2023,RF009-313,Top Dama,Aruba,,M,RF009-313-M,,72,03/03/2023,0.3,22,MPUA10,TOP,,,,,,,M3237,TTRC#1 13-5313TCX ARUBA BLUE,RF009,64.08,15/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9110,13/02/2023,RF009-313,Top Dama,Aruba,,L,RF009-313-L,,48,03/03/2023,0.3,14,MPUA10,TOP,,,,,,,M3237,TTRC#1 13-5313TCX ARUBA BLUE,RF009,42.72,15/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9111,13/02/2023,RF009-313,Top Dama,Aruba,,XL,RF009-313-XL,,36,03/03/2023,0.3,11,MPUA10,TOP,,,,,,,M3237,TTRC#1 13-5313TCX ARUBA BLUE,RF009,32.04,15/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
8967,23/01/2023,AH103-027,PANT HOMBRE,NAVAL,,S,AH103-027-S,,168,03/03/2023,0.376,63,MPUA10,PANT,,,,,,,M3197,TTR-19-4027TCX-MEDIEVAL,AH103,230.16,26/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
8968,23/01/2023,AH103-027,PANT HOMBRE,NAVAL,,XL,AH103-027-XL,,24,03/03/2023,0.376,9,MPUA10,PANT,,,,,,,M3197,TTR-19-4027TCX-MEDIEVAL,AH103,32.88,26/01/23,,OK,,74% poliester 20% rayon 6% spandex ,
9018,30/01/2023,AH103-656,Pantalon Caballero,Flamingo,,XS,AH103-656-XS,,12,03/03/2023,0.2791,3,MPUA10,PANT,,,,,,,M3215,TTRC#2 17-1656TCX HOT CORAL,AH103,16.44,,,OK,,77% poliester 17% rayon 6% spandex ,
9019,30/01/2023,AH103-656,Pantalon Caballero,Flamingo,,S,AH103-656-S,,60,03/03/2023,0.2791,17,MPUA10,PANT,,,,,,,M3215,TTRC#2 17-1656TCX HOT CORAL,AH103,82.2,,,OK,,77% poliester 17% rayon 6% spandex ,
9020,30/01/2023,AH103-656,Pantalon Caballero,Flamingo,,M,AH103-656-M,,60,03/03/2023,0.2791,17,MPUA10,PANT,,,,,,,M3215,TTRC#2 17-1656TCX HOT CORAL,AH103,82.2,,,OK,,77% poliester 17% rayon 6% spandex ,
9021,30/01/2023,AH103-656,Pantalon Caballero,Flamingo,,L,AH103-656-L,,48,03/03/2023,0.2791,13,MPUA10,PANT,,,,,,,M3215,TTRC#2 17-1656TCX HOT CORAL,AH103,65.76,,,OK,,77% poliester 17% rayon 6% spandex ,
9022,30/01/2023,AH103-656,Pantalon Caballero,Flamingo,,XL,AH103-656-XL,,24,03/03/2023,0.2791,7,MPUA10,PANT,,,,,,,M3215,TTRC#2 17-1656TCX HOT CORAL,AH103,32.88,,,OK,,77% poliester 17% rayon 6% spandex ,
9091,06/02/2023,RF106P-313,Pantalon Dama,Aruba,,XXS,RF106P-313-XXS,,24,03/03/2023,0.3958,9,MPUA10,PANT,,,,,,,M3233,TTRC#1 13-5313TCX ARUBA BLUE,RF106P,24,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9092,06/02/2023,RF106P-313,Pantalon Dama,Aruba,,S,RF106P-313-S,,48,03/03/2023,0.3958,19,MPUA10,PANT,,,,,,,M3233,TTRC#1 13-5313TCX ARUBA BLUE,RF106P,48,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9093,06/02/2023,RF106P-313,Pantalon Dama,Aruba,,M,RF106P-313-M,,48,03/03/2023,0.3958,19,MPUA10,PANT,,,,,,,M3233,TTRC#1 13-5313TCX ARUBA BLUE,RF106P,48,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9094,06/02/2023,RF106R-313,Pantalon Dama,Aruba,,S,RF106R-313-S,,48,03/03/2023,0.3958,19,MPUA10,PANT,,,,,,,M3234,TTRC#1 13-5313TCX ARUBA BLUE,RF106R,48,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9095,06/02/2023,RF106R-313,Pantalon Dama,Aruba,,M,RF106R-313-M,,48,03/03/2023,0.3958,19,MPUA10,PANT,,,,,,,M3234,TTRC#1 13-5313TCX ARUBA BLUE,RF106R,48,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9096,06/02/2023,RF106R-313,Pantalon Dama,Aruba,,L,RF106R-313-L,,24,03/03/2023,0.3958,9,MPUA10,PANT,,,,,,,M3234,TTRC#1 13-5313TCX ARUBA BLUE,RF106R,24,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9052,06/02/2023,A102-528,Pantalon Dama,Violeta,,M,A102-528-M,,120,03/03/2023,0.26,31,MPUA10,PANT,,,,,,,M3223,TTR-19-3528TCX IMPERIAL PURPLE,A102,166.87,8/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9053,06/02/2023,A102-528,Pantalon Dama,Violeta,,XL,A102-528-XL,,48,03/03/2023,0.26,12,MPUA10,PANT,,,,,,,M3223,TTR-19-3528TCX IMPERIAL PURPLE,A102,66.75,8/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9054,06/02/2023,A102-656,Pantalon Dama,Flamingo,,XS,A102-656-XS,,24,03/03/2023,0.26,6,MPUA10,PANT,,,,,,,M3225,TTRC#2 17-1656TCX HOT CORAL,A102,33.37,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9055,06/02/2023,A102-656,Pantalon Dama,Flamingo,,S,A102-656-S,,72,03/03/2023,0.26,19,MPUA10,PANT,,,,,,,M3225,TTRC#2 17-1656TCX HOT CORAL,A102,100.12,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9056,06/02/2023,A102-656,Pantalon Dama,Flamingo,,M,A102-656-M,,96,03/03/2023,0.26,25,MPUA10,PANT,,,,,,,M3225,TTRC#2 17-1656TCX HOT CORAL,A102,133.49,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9057,06/02/2023,A102-656,Pantalon Dama,Flamingo,,L,A102-656-L,,24,03/03/2023,0.26,6,MPUA10,PANT,,,,,,,M3225,TTRC#2 17-1656TCX HOT CORAL,A102,33.37,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9058,06/02/2023,A102-656,Pantalon Dama,Flamingo,,XL,A102-656-XL,,48,03/03/2023,0.26,12,MPUA10,PANT,,,,,,,M3225,TTRC#2 17-1656TCX HOT CORAL,A102,66.75,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
,,,,,,,,,2268,,15.41,722,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PEDIDO ESPECIAL SILVIA CARRANZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9075,06/02/2023,TBH-TWF--WHIT-64,TOP BASICO,,,XS,TBH-TWF--WHIT-64-XS,,18,03/03/2023,0.2033,4,MPUI30,TOP,,,,,,,M3228,NEWSYN-WHIT64,TBH,23.4,8/02/23,,OK,"Top Básico, Cuello V 2 bolsas laterales",,
9076,06/02/2023,TBH-TWF--WHIT-64,TOP BASICO,,,S,TBH-TWF--WHIT-64-S,,18,03/03/2023,0.2033,4,MPUI30,TOP,,,,,,,M3228,NEWSYN-WHIT64,TBH,23.4,8/02/23,,OK,"Top Básico, Cuello V 2 bolsas laterales",,
9077,06/02/2023,TBH-TWF--WHIT-64,TOP BASICO,,,M,TBH-TWF--WHIT-64-M,,18,03/03/2023,0.2033,4,MPUI30,TOP,,,,,,,M3228,NEWSYN-WHIT64,TBH,23.4,8/02/23,,OK,"Top Básico, Cuello V 2 bolsas laterales",,
9078,06/02/2023,TBH-TWF--WHIT-64,TOP BASICO,,,L,TBH-TWF--WHIT-64-L,,6,03/03/2023,0.2033,1,MPUI30,TOP,,,,,,,M3228,NEWSYN-WHIT64,TBH,7.8,8/02/23,,OK,"Top Básico, Cuello V 2 bolsas laterales",,
9079,06/02/2023,PBH-TWF--WHIT-64,PANTALON BASICO,,,XS,PBH-TWF--WHIT-64-XS,,18,03/03/2023,0.2033,4,MPUI30,PANT,,,,,,,M3229,NEWSYN-WHIT64,TBH,23.4,8/02/23,,OK,"Pantalón Básico, Unisex, Elástico y Jareta en Cintura, 2 Bolsas Laterales.",,
9080,06/02/2023,PBH-TWF-WHIT-64,PANTALON BASICO,,,S,PBH-TWF-WHIT-64-S,,18,03/03/2023,0.1725,3,MPUI30,PANT,,,,,,,M3230,NEWSYN-WHIT64,PBH,27,8/02/23,,OK,"Pantalón Básico, Unisex, Elástico y Jareta en Cintura, 2 Bolsas Laterales.",,
9081,06/02/2023,PBH-TWF-WHIT-64,PANTALON BASICO,,,M,PBH-TWF-WHIT-64-M,,18,03/03/2023,0.1725,3,MPUI30,PANT,,,,,,,M3230,NEWSYN-WHIT64,PBH,27,8/02/23,,OK,"Pantalón Básico, Unisex, Elástico y Jareta en Cintura, 2 Bolsas Laterales.",,
9082,06/02/2023,PBH-TWF-WHIT-64,PANTALON BASICO,,,L,PBH-TWF-WHIT-64-L,,6,03/03/2023,0.1725,1,MPUI30,PANT,,,,,,,M3230,NEWSYN-WHIT64,PBH,9,8/02/23,,OK,"Pantalón Básico, Unisex, Elástico y Jareta en Cintura, 2 Bolsas Laterales.",,
9083,06/02/2023,15113-WHITH-46225,Bata dama,,,XS,15113-WHITH-46225-XS,,12,03/03/2023,0.242,3,MPUE20,BATA,,,,,,,M3231,46225-411-WHIT,15113,18,14/02/23,,OK,,,
9084,06/02/2023,15113-WHITH-46225,Bata dama,,,S,15113-WHITH-46225-S,,12,03/03/2023,0.242,3,MPUE20,BATA,,,,,,,M3231,46225-411-WHIT,15113,18,14/02/23,,OK,,,
9085,06/02/2023,15113-WHITH-46225,Bata dama,,,M,15113-WHITH-46225-M,,12,03/03/2023,0.242,3,MPUE20,BATA,,,,,,,M3231,46225-411-WHIT,15113,18,14/02/23,,OK,,,
9086,06/02/2023,15112-WHITH-46225,Bata Caballero,,,S,15112-WHITH-46225-S,,12,03/03/2023,0.255,3,MPUE20,BATA,,,,,,,M3232,46225-411-WHIT,15113,18,14/02/23,,OK,,,
9087,06/02/2023,15112-WHITH-46225,Bata Caballero,,,M,15112-WHITH-46225-M,,12,03/03/2023,0.255,3,MPUE20,BATA,,,,,,,M3232,46225-411-WHIT,15112,18,14/02/23,,OK,,,
9088,06/02/2023,15112-WHITH-46225,Bata Caballero,,,L,15112-WHITH-46225-L,,12,03/03/2023,0.255,3,MPUE20,BATA,,,,,,,M3232,46225-411-WHIT,15112,18,14/02/23,,OK,,,
9089,06/02/2023,15112-WHITH-46225,Bata Caballero,,,XL,15112-WHITH-46225-XL,,12,03/03/2023,0.255,3,MPUE20,BATA,,,,,,,M3232,46225-411-WHIT,15112,18,14/02/23,,OK,,,
9090,06/02/2023,15112-WHITH-46225,Bata Caballero,,,XXL,15112-WHITH-46225-XXL,,6,03/03/2023,0.255,2,MPUE20,BATA,,,,,,,M3232,46225-411-WHIT,15112,9,14/02/23,,OK,,,
,,,,,,,,,210,,3.535,46,,,,,,,,,,,,,,,,,,
,,,,,,,,,2478,,18.945,767.5204,,,,,,,,,,,,,,,,,,
,Semana 7 1B 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9097,13/02/2023,AGM002-027,GORRITOS,Naval,,S,AGM002-027-S,,24,10/03/2023,0.085,2,MPUA10,TOP,,,,,,,M3233,TTR-19-4027TCX-MEDIEVAL,AGM002,16.08,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9001,30/01/2023,A011-528,Top Dama,Violeta,,XS,A011-528-XS,,36,?,0.375,14,MPUA10,TOP,,,,,,,M3212,TTR-19-3528TCX IMPERIAL PURPLE,A011,46.8,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9002,30/01/2023,A011-528,Top Dama,Violeta,,S,A011-528-S,,108,?,0.375,41,MPUA10,TOP,,,,,,,M3212,TTR-19-3528TCX IMPERIAL PURPLE,A011,140.4,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9003,30/01/2023,A011-528,Top Dama,Violeta,,M,A011-528-M,,96,?,0.375,36,MPUA10,TOP,,,,,,,M3212,TTR-19-3528TCX IMPERIAL PURPLE,A011,124.8,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9004,30/01/2023,A011-528,Top Dama,Violeta,,L,A011-528-L,,24,?,0.375,9,MPUA10,TOP,,,,,,,M3212,TTR-19-3528TCX IMPERIAL PURPLE,A011,31.2,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9005,30/01/2023,A011-528,Top Dama,Violeta,,XL,A011-528-XL,,24,?,0.375,9,MPUA10,TOP,,,,,,,M3212,TTR-19-3528TCX IMPERIAL PURPLE,A011,31.2,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9112,13/02/2023,A011-001,TOP DAMA,BLANCO,,XS,A011-001-XS,,36,10/03/2023,0.375,14,MPUA10,TOP,,,,,,,M3238,TTR-WHIT,A011,46.8,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9113,13/02/2023,A011-001,TOP DAMA,BLANCO,,S,A011-001-S,,108,10/03/2023,0.375,41,MPUA10,TOP,,,,,,,M3238,TTR-WHIT,A011,140.4,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9114,13/02/2023,A011-001,TOP DAMA,BLANCO,,M,A011-001-M,,96,10/03/2023,0.375,36,MPUA10,TOP,,,,,,,M3238,TTR-WHIT,A011,124.8,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9115,13/02/2023,A011-001,TOP DAMA,BLANCO,,L,A011-001-L,,24,10/03/2023,0.375,9,MPUA10,TOP,,,,,,,M3238,TTR-WHIT,A011,31.2,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9116,13/02/2023,A011-001,TOP DAMA,BLANCO,,XL,A011-001-XL,,24,10/03/2023,0.375,9,MPUA10,TOP,,,,,,,M3238,TTR-WHIT,A011,31.2,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9135,20/02/2023,RFH004-313,TOP HOMBRE,Aruba,,XS,RFH004-313-XS,,36,17/03/2023,0.3041,11,MPUA10,TOP,,,,,,,M3244,TTRC#1 13-5313TCX ARUBA BLUE,RFH004,37.80,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9136,20/02/2023,RFH004-313,TOP HOMBRE,Aruba,,S,RFH004-313-S,,72,17/03/2023,0.3041,22,MPUA10,TOP,,,,,,,M3244,TTRC#1 13-5313TCX ARUBA BLUE,RFH004,75.60,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9137,20/02/2023,RFH004-313,TOP HOMBRE,Aruba,,M,RFH004-313-M,,84,17/03/2023,0.3041,26,MPUA10,TOP,,,,,,,M3244,TTRC#1 13-5313TCX ARUBA BLUE,RFH004,88.20,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9138,20/02/2023,RFH004-313,TOP HOMBRE,Aruba,,L,RFH004-313-L,,120,17/03/2023,0.3041,36,MPUA10,TOP,,,,,,,M3244,TTRC#1 13-5313TCX ARUBA BLUE,RFH004,126.00,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9139,20/02/2023,RFH004-313,TOP HOMBRE,Aruba,,XL,RFH004-313-XL,,24,17/03/2023,0.3041,7,MPUA10,TOP,,,,,,,M3244,TTRC#1 13-5313TCX ARUBA BLUE,RFH004,25.20,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9117,13/02/2023,E202-001,BATA MUJER,BLANCO,,XS,E202-001-XS,,96,10/03/2023,0.4908,47,MPUE20,BATA,,,,,,,M3239,T/C-WHITE,E202,168.5712,15/02/23,,OK,,65% poliester 32% algodon 3% spandex ,
9118,13/02/2023,EH202-001,BATA HOMBRE,BLANCO,,M,EH202-001-M,,120,10/03/2023,0.3433,41,MPUE20,BATA,,,,,,,M3240,T/C-WHITE,EH202,215.586,15/02/23,,OK,,65% poliester 32% algodon 3% spandex ,
9140,20/02/2023,A104P-656,PANT MUJER,Flamingo,,XS,A104P-656-XS,,48,17/03/2023,0.4633,22,MPUA10,PANT,,,,,,,M3245,TTRC#2 17-1656TCX HOT CORAL,A104P,56.16,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9141,20/02/2023,A104P-656,PANT MUJER,Flamingo,,S,A104P-656-S,,96,17/03/2023,0.4633,44,MPUA10,PANT,,,,,,,M3245,TTRC#2 17-1656TCX HOT CORAL,A104P,112.32,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9142,20/02/2023,A104P-656,PANT MUJER,Flamingo,,M,A104P-656-M,,96,17/03/2023,0.4633,44,MPUA10,PANT,,,,,,,M3245,TTRC#2 17-1656TCX HOT CORAL,A104P,112.32,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9143,20/02/2023,A104P-656,PANT MUJER,Flamingo,,L,A104P-656-L,,36,17/03/2023,0.4633,17,MPUA10,PANT,,,,,,,M3245,TTRC#2 17-1656TCX HOT CORAL,A104P,42.12,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9144,20/02/2023,A104P-656,PANT MUJER,Flamingo,,XL,A104P-656-XL,,24,17/03/2023,0.4633,11,MPUA10,PANT,,,,,,,M3245,TTRC#2 17-1656TCX HOT CORAL,A104P,28.08,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9145,20/02/2023,A104R-656,PANT MUJER,Flamingo,,XS,A104R-656-XS,,36,17/03/2023,0.4633,17,MPUA10,PANT,,,,,,,M3246,TTRC#2 17-1656TCX HOT CORAL,A104R,42.12,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9146,20/02/2023,A104R-656,PANT MUJER,Flamingo,,S,A104R-656-S,,96,17/03/2023,0.4633,44,MPUA10,PANT,,,,,,,M3246,TTRC#2 17-1656TCX HOT CORAL,A104R,112.32,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9147,20/02/2023,A104R-656,PANT MUJER,Flamingo,,M,A104R-656-M,,96,17/03/2023,0.4633,44,MPUA10,PANT,,,,,,,M3246,TTRC#2 17-1656TCX HOT CORAL,A104R,112.32,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9148,20/02/2023,A104R-656,PANT MUJER,Flamingo,,L,A104R-656-L,,48,17/03/2023,0.4633,22,MPUA10,PANT,,,,,,,M3246,TTRC#2 17-1656TCX HOT CORAL,A104R,56.16,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9149,20/02/2023,A104R-656,PANT MUJER,Flamingo,,XL,A104R-656-XL,,24,17/03/2023,0.4633,11,MPUA10,PANT,,,,,,,M3246,TTRC#2 17-1656TCX HOT CORAL,A104R,28.08,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9059,06/02/2023,A102-340,Pantalon Dama,Lima,,XS,A102-340-XS,,48,10/03/2023,0.26,12,MPUA10,PANT,,,,,,,M3226,TTR-17-0340 TCX Acid lime,A102,66.75,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9060,06/02/2023,A102-340,Pantalon Dama,Lima,,S,A102-340-S,,96,10/03/2023,0.26,25,MPUA10,PANT,,,,,,,M3226,TTR-17-0340 TCX Acid lime,A102,133.49,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9061,06/02/2023,A102-340,Pantalon Dama,Lima,,M,A102-340-M,,120,10/03/2023,0.26,31,MPUA10,PANT,,,,,,,M3226,TTR-17-0340 TCX Acid lime,A102,166.87,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9062,06/02/2023,A102-340,Pantalon Dama,Lima,,L,A102-340-L,,60,10/03/2023,0.26,16,MPUA10,PANT,,,,,,,M3226,TTR-17-0340 TCX Acid lime,A102,83.43,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9063,06/02/2023,A102-340,Pantalon Dama,Lima,,XL,A102-340-XL,,24,10/03/2023,0.26,6,MPUA10,PANT,,,,,,,M3226,TTR-17-0340 TCX Acid lime,A102,33.37,8/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
,,,,,,,,,2100,,12,777,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Semana 8 1B 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9042,06/02/2023,A011-570,Top Dama,Negro,,XS,A011-570-XS,,36,03/03/2023,0.375,14,MPUA10,TOP,,,,,,,M3221,TTR-19-570TCX-BLACK,A011,46.80,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9043,06/02/2023,A011-570,Top Dama,Negro,,S,A011-570-S,,108,03/03/2023,0.375,41,MPUA10,TOP,,,,,,,M3221,TTR-19-570TCX-BLACK,A011,140.40,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9044,06/02/2023,A011-570,Top Dama,Negro,,M,A011-570-M,,96,03/03/2023,0.375,36,MPUA10,TOP,,,,,,,M3221,TTR-19-570TCX-BLACK,A011,124.80,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9045,06/02/2023,A011-570,Top Dama,Negro,,L,A011-570-L,,24,03/03/2023,0.375,9,MPUA10,TOP,,,,,,,M3221,TTR-19-570TCX-BLACK,A011,31.20,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9046,06/02/2023,A011-570,Top Dama,Negro,,XL,A011-570-XL,,24,03/03/2023,0.375,9,MPUA10,TOP,,,,,,,M3221,TTR-19-570TCX-BLACK,A011,31.20,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9047,06/02/2023,A011-421,Top Dama,AVENTURINI,,XS,A011-421-XS,,36,03/03/2023,0.375,14,MPUA10,TOP,,,,,,,M3222,TTR-19-5421TCX AVENTURINE,A011,46.80,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9048,06/02/2023,A011-421,Top Dama,AVENTURINI,,S,A011-421-S,,108,03/03/2023,0.375,41,MPUA10,TOP,,,,,,,M3222,TTR-19-5421TCX AVENTURINE,A011,140.40,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9049,06/02/2023,A011-421,Top Dama,AVENTURINI,,M,A011-421-M,,96,03/03/2023,0.375,36,MPUA10,TOP,,,,,,,M3222,TTR-19-5421TCX AVENTURINE,A011,124.80,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9050,06/02/2023,A011-421,Top Dama,AVENTURINI,,L,A011-421-L,,24,03/03/2023,0.375,9,MPUA10,TOP,,,,,,,M3222,TTR-19-5421TCX AVENTURINE,A011,31.20,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9051,06/02/2023,A011-421,Top Dama,AVENTURINI,,XL,A011-421-XL,,24,03/03/2023,0.375,9,MPUA10,TOP,,,,,,,M3222,TTR-19-5421TCX AVENTURINE,A011,31.20,15/02/23,,OK,,74% poliester 20% rayon 6% spandex ,
9159,27/02/2023,A005-340,Top Dama,Lima,,XS,A005-340-XS,,48,24/03/2023,0.347,17,MPUA10,TOP,,,,,,,M3251,TTR-17-0340 TCX Acid lime,A005,50.04,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9160,27/02/2023,A005-340,Top Dama,Lima,,S,A005-340-S,,108,24/03/2023,0.347,37,MPUA10,TOP,,,,,,,M3251,TTR-17-0340 TCX Acid lime,A005,112.58,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9161,27/02/2023,A005-340,Top Dama,Lima,,M,A005-340-M,,108,24/03/2023,0.347,37,MPUA10,TOP,,,,,,,M3251,TTR-17-0340 TCX Acid lime,A005,112.58,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9162,27/02/2023,A005-340,Top Dama,Lima,,L,A005-340-L,,48,24/03/2023,0.347,17,MPUA10,TOP,,,,,,,M3251,TTR-17-0340 TCX Acid lime,A005,50.04,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9163,27/02/2023,A005-340,Top Dama,Lima,,XL,A005-340-XL,,24,24/03/2023,0.347,8,MPUA10,TOP,,,,,,,M3251,TTR-17-0340 TCX Acid lime,A005,25.02,1/03/23,,OK,,77% poliester 17% rayon 6% spandex ,
9129,20/02/2023,RF010-313,TOP MANGAN RANGLAN,Aruba,,XXS,RF010-313-XXS,,48,17/03/2023,0.3416,16,MPUA10,TOP,,,,,,,M3243,TTRC#1 13-5313TCX ARUBA BLUE,RF010,45.60,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9130,20/02/2023,RF010-313,TOP MANGAN RANGLAN,Aruba,,XS,RF010-313-XS,,72,17/03/2023,0.3416,25,MPUA10,TOP,,,,,,,M3243,TTRC#1 13-5313TCX ARUBA BLUE,RF010,68.40,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9131,20/02/2023,RF010-313,TOP MANGAN RANGLAN,Aruba,,S,RF010-313-S,,84,17/03/2023,0.3416,29,MPUA10,TOP,,,,,,,M3243,TTRC#1 13-5313TCX ARUBA BLUE,RF010,79.80,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9132,20/02/2023,RF010-313,TOP MANGAN RANGLAN,Aruba,,M,RF010-313-M,,84,17/03/2023,0.3416,29,MPUA10,TOP,,,,,,,M3243,TTRC#1 13-5313TCX ARUBA BLUE,RF010,79.80,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
9133,20/02/2023,RF010-313,TOP MANGAN RANGLAN,Aruba,,L,RF010-313-L,,36,17/03/2023,0.3416,12,MPUA10,TOP,,,,,,,M3243,TTRC#1 13-5313TCX ARUBA BLUE,RF010,34.20,22/02/23,,OK,,77% poliester 17% rayon 6% spandex ,
