,,,,, ,,,,,,,,,,,, ,,,,,
,,,,,,,,,,,,,,,,,,,,,,
NÚMERO DE PARTE,CODIGO SOPORTE METROLOGY,DESCRIPCIÓN,MARCA,MODELO,CLASIFICACIÓN,UBICACIÓN EN ALMACÉN,SUBLOCALIZACIÓN,ORIGEN: (SI LLEGA POR PROVEEDOR O USADO POR EMPRESA),DATOS DE ORIGEN:,ROSCA,DIAMETRO,LARGO,LTU,MATERIAL,MATERIAL DE PUNTA,COSTO UNITARIO,PRECIO DE VENTA,MONEDA,UNIDAD DE MEDIDA,MINIMO EN STOCK,MAXIMOS,
NA,BOTON DE EMERGENCIA,BOTON DE EMERGENCIA,NA,GRIS CON ROJO,JOYSTICK Y ACCESORIOS,D5,PJ-001,PROVEEDOR,NA,NA,NA,NA,NA,NA,NA,$50.00,$100.00,USD,PIEZA,1,3,
3112SALZ153 | 300002,PALANCA PARA JOYSTICK SM-300002,PALANCA APEM ,APEM,COMPATIBLE JOYSTICK HEXAGON,JOYSTICK Y ACCESORIOS,D4,PJ-002,PROVEEDOR,DIGIMAX,NA,NA,NA,NA,NA,NA,$250.00,$650.00,USD,PIEZA,3,3,
3112SAL503 | 300451,PALANCA PARA JOYSTICK SM-300451,PALANCA APEM ,APEM,COMPATIBLE JOYSTICK B&S,JOYSTICK Y ACCESORIOS,D4,PJ-003,PROVEEDOR,DIGIMAX,NA,NA,NA,NA,NA,NA,$250.00,$650.00,USD,PIEZA,3,5,
300249,PALANCA PARA JOYSTICK SM-300249,PALANCA APEM ,APEM VELCO,COMPATIBLE JOYSTICK PANTEC,JOYSTICK Y ACCESORIOS,D4,PJ-004,PROVEEDOR,PANTEC,NA,NA,NA,NA,NA,NA,$260.00,$650.00,USD,PIEZA,3,5,
M31L081P,PALANCA PARA JOYSTICK SM-M31L081P,PALANCA,CH PRODUCTS,M31L081P,JOYSTICK Y ACCESORIOS,D4,PJ-005,PROVEEDOR ,NA,NA,NA,NA,NA,NA,NA,$250.00,$650.00,USD,PIEZA,1,3,
S30C081T,PALANCA PARA JOYSTICK SM-S30C081T,PALANCA,CH PRODUCTS,S30C081T,JOYSTICK Y ACCESORIOS,D4,PJ-006,PROVEEDOR ,NA,NA,NA,NA,NA,NA,NA,$250.00,$650.00,USD,PIEZA,1,3,
H009834/F,JOYSTICK HEXAGON SM-H009834/F,JOYSTICK HEXAGON,HEXAGON,H009834/E,JOYSTICK Y ACCESORIOS,D4,PJ-007,PROVEEDOR ,NA,NA,NA,NA,NA,NA,NA,$250.00,$650.00,USD,PIEZA,1,1,
822451719,PALANCA SM-30JHK-ZT-30R3G,PALANCA,MEGATRON,30JHK-ZT-30R3G,JOYSTICK Y ACCESORIOS,D4,PJ-008,PROVEEDOR ,NA,NA,NA,NA,NA,NA,NA,$250.00,$650.00,USD,PIEZA,2,2,
24007,PILA PARA JOYSTICK PANTEC,PILA PARA JOYSTICK PANTEC,PANTEC,COMPATIBLE JOYSTICK PANTEC,JOYSTICK Y ACCESORIOS,D5,PJ-009,PROVEEDOR ,PANTEC,NA,NA,NA,NA,NA,NA,$250.00,$650.00,USD,PIEZA,1,3,
34530,JOYSTICK EAGLE PAD ALAMBRICO,JOYSTICK EAGLE PAD ALAMBRICO,PANTEC,ALAMBRICO,JOYSTICK Y ACCESORIOS,ESPECIAL,PJ-010,PROVEEDOR ,PANTEC,NA,NA,NA,NA,NA,NA,"$1,362.00","$2,700.00",USD,PIEZA,2,4,
